x,y,prediction
-66.96803,-48.50975,35
-8.617083,-17.671198,110
-98.2375,24.98834,-1
44.050007,52.614902,7
-94.528435,-28.485693,51
-70.70572,73.75708,46
46.93193,46.2945,7
1.2006267,64.2296,141
-66.66022,61.27308,76
13.255625,109.987915,-1
-123.419136,30.092846,44
63.29088,-21.079351,-1
-38.104713,-86.26706,23
-17.69609,11.581179,-1
-57.82312,5.655445,-1
48.88943,64.76073,7
7.0539684,-30.042883,-1
-5.401003,-127.75178,152
-93.23079,0.37712175,137
-29.773548,-1.470735,-1
71.62232,-16.961859,-1
12.552496,-50.969368,-1
-29.595991,117.74558,13
-20.298662,-35.191647,97
-7.251567,23.143087,-1
-79.17693,-79.64939,-1
58.238346,52.200634,7
-44.2268,-96.67997,-1
59.39313,42.763435,7
-45.788185,-79.07215,23
-42.621876,82.1342,111
45.25509,-20.554081,-1
-65.62463,-66.99378,47
-74.53666,-59.357285,-1
104.40862,-28.65011,93
82.87553,-37.537766,58
-95.01844,-32.095863,51
-35.1876,121.8052,-1
32.960377,98.38857,37
-87.60653,-34.66674,-1
-69.05062,-84.216095,-1
13.606928,-47.822117,-1
53.743046,-72.55306,6
-10.690071,-2.2352955,-1
55.092613,64.37128,7
-1.2001431,-16.04999,-1
-91.45699,30.469189,-1
-42.56338,82.46066,111
-6.1514263,59.893044,-1
8.527929,52.09052,-1
-43.1888,17.463236,153
75.3635,-18.369156,150
57.60792,34.376324,7
-37.300076,-40.424816,-1
-50.661907,38.320755,-1
-42.37463,19.255566,153
-0.6581958,49.922077,-1
94.202225,-28.684763,119
-118.743416,-5.2033725,72
-3.5716343,-42.616123,-1
32.391514,45.18934,7
-8.965813,86.38535,113
47.181396,48.098663,7
-115.60267,-7.3319798,72
49.210728,-48.532753,-1
-72.77307,-48.42015,35
15.851343,24.334085,-1
13.298057,-128.96385,12
83.22404,-60.04626,16
-83.42379,86.939995,70
-43.377426,-121.7514,31
36.945293,99.42878,37
-104.69772,45.17028,-1
69.95154,-52.60644,83
85.975464,-62.98473,16
-78.37139,-59.77382,2
-85.79898,92.0725,70
-96.81712,36.69971,122
-122.80985,21.132801,-1
-27.328163,-56.859398,-1
47.156868,-13.010298,-1
-26.597527,-75.60407,48
18.875162,-29.512142,105
54.218655,44.298954,7
-5.397707,-127.66119,152
-69.0526,-84.21396,-1
-64.28164,-42.064373,35
-37.820877,51.444458,73
-121.94234,-32.474438,62
3.209052,-1.0083606,39
4.132859,94.17575,1
-96.70098,-43.650406,32
57.096474,63.30902,7
-39.95725,-83.392685,23
10.664957,-86.341354,157
-73.60401,-71.40637,53
-57.673523,-61.496044,14
-55.766113,-51.745487,118
-24.859762,46.11084,-1
26.133883,-69.266266,8
82.875984,-37.538414,58
15.915994,125.15376,4
54.281178,-1.1983684,106
2.2497537,20.659973,5
6.825967,-39.93845,109
6.03483,47.21493,-1
105.93527,15.117573,146
-38.85374,12.50902,-1
61.11508,44.6906,7
-59.775764,-88.184654,65
-10.556503,65.37304,99
97.155846,-70.936325,38
83.58822,14.490289,-1
94.6765,-61.429325,-1
60.458855,13.823054,61
-98.60951,34.646732,122
10.760239,-20.748262,-1
40.783146,56.591637,7
-97.08586,-42.083286,32
22.314295,-73.55057,-1
15.072126,-39.608326,-1
95.15409,-73.46164,38
38.86328,54.242134,7
-5.175621,-129.57506,152
-9.620536,122.83953,131
98.48996,22.95754,140
-102.53604,-23.854046,51
-57.357655,24.085545,130
39.03463,50.12131,7
38.868168,-18.954138,-1
1.4808191,22.19667,5
17.67158,-28.771944,105
-44.548992,-33.272312,42
-41.282135,-29.067434,149
-2.1337838,-52.875072,41
4.8990736,39.660233,11
-38.502888,-56.33437,-1
42.35317,42.788815,7
-4.060371,-71.70935,56
-73.48879,7.472914,54
-63.2858,109.486755,112
0.010252199,-114.80658,144
-83.90807,57.09213,30
-56.44698,-91.40606,-1
54.915897,66.81895,7
-1.3835137,-75.628456,74
-43.79856,-117.287865,31
113.930046,-42.532307,-1
-83.12233,-41.67729,-1
12.338196,124.22082,4
50.56998,-97.40769,-1
-51.600174,-42.47633,-1
-2.805247,-110.93231,-1
115.3092,36.18568,79
56.83418,116.07197,81
113.45857,40.655823,36
11.861135,0.078305066,39
-38.97075,-45.055508,-1
13.672764,110.29034,-1
-35.951576,-63.701004,104
-26.679295,16.225193,-1
41.009327,49.65721,7
51.28419,76.67426,7
-2.697004,-53.547604,41
-104.58681,-23.052984,51
-4.8605313,36.02132,-1
-4.5481586,-72.31255,56
-5.9698567,-10.314012,-1
54.220528,-29.249426,129
-28.87427,37.682518,27
43.844124,-115.55369,59
-73.51562,87.136696,-1
48.78433,-87.11749,90
123.53776,-10.251823,50
0.17283857,-98.67368,108
-124.34012,-21.556396,-1
-120.0089,24.950846,44
-13.069154,107.47703,147
41.558693,-64.252975,-1
-46.20933,-121.86211,31
49.85438,48.04978,7
41.83153,5.3827972,-1
54.353695,-58.79573,55
-75.11953,-16.890905,-1
5.6797686,-87.66218,-1
27.77483,4.937279,-1
56.650322,71.508896,7
30.373758,57.585186,7
96.85458,-18.084494,80
-101.23675,-29.755482,51
-13.889643,-97.77086,63
-82.31171,89.348694,70
-47.105415,-53.10127,133
-32.45096,-81.08561,48
43.527134,-57.58773,82
-40.822548,34.048973,-1
35.020008,15.5263605,-1
-22.740593,-5.8036737,9
-100.71331,-33.686516,51
38.616817,61.581295,7
-58.466602,-63.991905,14
45.817177,32.62754,7
-98.25667,-42.01182,32
70.76551,-30.829912,75
3.4358933,93.96095,1
37.90073,59.635197,7
116.12981,10.15135,123
103.09706,-27.497643,93
-65.72526,-3.4755588,138
-54.596523,-106.53356,-1
95.028885,-61.074917,-1
-9.966254,-104.33383,154
-8.044686,-42.051357,-1
-91.5215,-64.83884,96
95.48667,-28.164284,119
-102.37653,-21.546566,51
-48.636425,-113.13468,31
-100.64196,15.73464,29
-33.294415,31.415892,-1
-4.2144322,-129.77255,152
-8.516549,39.07745,-1
64.42104,-40.484043,-1
88.17607,-40.012154,58
51.2573,73.33597,7
-65.395195,-46.43824,35
-44.226826,-96.67986,-1
11.760362,33.859966,120
-41.201893,-10.3079815,98
-41.28095,-10.256351,98
89.543945,-74.19453,38
31.254427,-112.29038,-1
57.56195,116.25581,81
48.514427,43.247295,7
-65.83649,-66.67564,47
2.4428802,-1.6679958,39
-4.988674,-129.66533,152
-61.844715,-92.20352,-1
52.323757,57.536144,7
-29.668827,-25.726688,87
58.733757,74.2393,7
-72.17212,98.3601,117
61.680565,-65.99805,-1
82.31658,96.708984,-1
-20.476118,-115.06355,95
-67.006485,61.156437,76
56.90218,68.443146,7
-121.132675,28.30624,44
-92.729774,-61.250023,96
-34.04696,81.2571,-1
-0.009541058,-114.81742,144
-49.55971,-88.341736,102
-113.76631,-5.9599996,72
108.08219,17.351196,146
-42.56115,4.528849,22
-29.031757,98.131195,66
43.652283,58.297905,7
-32.05021,-11.104885,155
-44.366875,74.7488,-1
-13.490317,-61.101974,-1
63.29321,-21.142378,-1
-105.10987,46.585438,-1
-12.86664,107.61765,147
-43.340042,-81.13265,23
-35.29944,-11.91274,155
-74.38313,-48.22204,-1
-55.906788,-63.029297,14
-75.119545,-16.890759,-1
38.632885,52.381367,7
-78.35814,14.520784,54
-124.55314,-21.687737,-1
-47.499943,-32.71527,42
-24.856226,-85.47987,-1
-90.38161,86.12421,-1
-68.356926,-49.903805,35
-37.288628,-117.71684,-1
-50.99218,52.429676,-1
23.185894,3.4748142,148
3.1430237,-20.58906,-1
-73.891464,14.807161,54
-12.795194,-61.640167,-1
-110.76565,-55.06822,-1
-61.844265,-92.20501,-1
2.1536179,-100.16087,108
61.420494,62.883984,7
-26.683718,36.92728,27
37.503456,-12.911169,-1
-64.119965,-46.96792,35
4.330142,-102.94063,108
52.631325,67.57356,7
94.36649,23.451067,140
26.225676,-68.16682,8
-59.859936,-50.980614,118
-98.76222,-26.114197,51
-84.329735,43.60025,10
-1.8654668,-35.203712,-1
-117.77774,-45.41861,0
-61.51128,107.853615,112
-10.603807,-15.195996,110
-12.942976,107.56799,147
3.2656686,60.200222,145
40.237083,-118.17241,59
54.055115,72.59191,7
-52.230762,63.08709,-1
17.959713,-52.757244,-1
25.443567,-69.53824,8
-76.29316,18.057528,-1
-47.766502,-79.29039,23
-62.656464,-4.6999044,138
87.51298,-45.021713,58
-110.71324,-42.369217,-1
50.998566,50.175465,7
-103.35023,-26.113232,51
102.1733,-56.531628,-1
45.96969,104.75271,126
-77.26039,-39.832497,35
60.795906,36.358856,7
-124.79795,-21.237415,-1
-58.770477,-87.59989,65
-9.87595,122.90221,131
62.050056,93.61185,125
-65.815994,-68.577194,47
-27.938944,-27.876513,87
17.597359,-28.623148,105
-57.226864,24.761375,130
31.190393,-29.07049,132
31.620077,-18.276344,-1
50.297886,44.343826,7
12.910879,-129.23412,12
53.826653,-72.566536,6
-17.13218,12.083933,-1
-81.63818,-65.16574,2
-17.130566,-98.671005,63
34.94001,-1.9531677,-1
67.84091,2.0413399,143
82.31636,96.70733,-1
50.182934,-34.998398,-1
86.00223,-1.3288116,91
53.82857,-114.51293,-1
-117.59424,-45.354942,0
-35.13331,-77.80128,48
-9.072816,86.113914,113
12.345967,-80.658066,89
-55.89344,-20.517612,-1
-47.75134,-115.671036,31
-92.99688,-63.411392,96
96.93401,-65.16427,-1
-29.687424,-83.37954,48
54.489914,69.414894,7
-26.414938,95.50361,66
49.491108,70.876396,7
-38.864353,-44.879612,-1
-44.611565,-118.08437,31
-21.69489,41.72636,27
1.7827772,20.74102,5
-31.606268,-72.13585,156
-37.287384,-117.7207,-1
102.62403,19.131786,-1
-80.84442,-35.960876,-1
-18.125309,-4.555715,9
-96.23081,-41.4741,32
-8.436864,-30.349262,-1
104.9555,-2.1972356,85
-37.930904,-1.1041539,-1
-40.987347,-83.7846,23
-59.17141,-49.80037,118
-37.412064,-31.025654,149
-4.111362,-99.109276,108
-23.597387,-86.22651,-1
40.24488,51.556793,7
-24.854345,-85.479675,-1
-57.517525,-61.68366,14
39.280727,39.610134,7
86.00871,-2.147457,91
65.68022,54.19278,7
-98.642685,-29.24997,51
-31.873486,-75.47457,48
-55.619335,-13.77973,-1
44.037457,56.70936,7
91.44262,5.894722,24
-27.874147,78.57426,77
-45.156673,-58.53242,-1
52.125996,51.03495,7
47.997807,68.70844,7
22.98312,2.9866714,148
60.952564,14.0801325,61
63.330067,-26.230312,-1
4.6356297,-111.148254,144
5.4627814,-42.890667,109
-97.40384,-34.588215,51
-65.30232,60.841427,76
68.85682,-10.779618,-1
30.34092,-27.768099,132
-62.910683,-6.0688553,138
-9.897913,-85.2089,121
-29.514927,119.02301,13
46.73354,70.91306,7
-87.200836,-52.96641,-1
-96.47816,-32.765606,51
103.65466,-64.86775,69
45.648243,-105.82192,59
-92.34991,-64.84343,96
62.05388,-7.8193636,136
-116.88261,-3.352601,72
-64.81765,-58.60891,-1
-69.172165,-73.798996,53
-70.85062,100.443695,117
57.504585,12.321633,61
50.129158,61.423565,7
85.418945,-37.949852,58
48.27025,73.61117,7
18.352726,-27.636833,105
-52.991505,11.558371,22
1.877353,63.850903,141
-73.4987,87.131645,-1
-7.635677,90.435135,-1
46.357086,58.735764,7
52.383484,58.975613,7
-99.913536,32.801094,122
77.41944,3.7677758,-1
96.753456,-65.42231,-1
48.586384,60.606384,7
42.141216,48.030582,7
66.50617,97.98118,60
-43.472168,-121.82735,31
-87.42126,88.89281,70
-29.89864,-26.262712,87
-2.8856423,-68.4165,56
-2.1393454,66.36845,141
28.795963,-70.61784,8
-7.9371557,-81.62402,121
-65.65138,75.43138,52
79.47908,-6.980285,-1
1.5355034,-98.32976,108
-37.53604,72.81339,68
-37.998707,-116.319336,-1
41.60455,-54.69861,82
-2.6539118,-28.361137,-1
105.27747,-2.2012393,85
-7.5185304,-36.509716,-1
-47.156876,-113.43074,31
-103.0077,-16.28621,-1
-68.40555,47.317513,134
-72.28605,-68.20322,53
29.848372,-84.86632,17
-0.53457767,8.396789,127
-2.8223839,-68.43647,56
69.802246,-30.30029,75
-85.55761,-61.64408,-1
-55.808,-14.478385,-1
41.717896,37.59592,7
-58.77122,-87.60119,65
-25.222792,-76.17143,48
-109.93699,11.144428,-1
3.5231125,94.904655,1
15.491165,-65.3387,-1
-44.05949,-13.546047,98
-72.28748,-68.20241,53
-18.011332,-47.215122,142
12.590139,-50.96093,-1
-96.94389,36.754616,122
-46.54295,8.537639,22
19.514679,113.87736,15
-68.7559,71.5516,46
-29.887392,-80.530655,48
45.696056,68.275536,7
62.585262,-5.262725,136
62.791615,52.85283,7
88.408104,-85.00366,78
49.1888,-22.507359,-1
-53.675884,-107.60027,-1
52.301167,-62.26868,-1
-7.251556,23.143057,-1
-57.34036,-5.012249,138
-75.3693,-67.7968,53
-80.31624,98.734344,70
-34.512283,89.15635,-1
91.37314,-74.91869,38
9.933837,-38.64187,109
101.00558,-28.09274,93
101.39708,-3.1574066,85
-51.872528,-65.71902,14
-50.745712,-56.720306,-1
3.8281968,93.92614,1
-60.503544,14.46639,-1
3.918474,94.87046,1
34.95212,-115.37165,59
-41.478638,-64.691795,104
53.613,53.44855,7
-95.53662,-35.008976,51
91.46784,5.929715,24
54.702175,54.99257,7
-61.25849,-26.333841,-1
-7.635778,90.435425,-1
-80.36025,77.52631,-1
46.298195,-31.600903,-1
-75.82703,63.180233,3
-44.953026,-0.7816028,-1
-105.184685,38.3056,122
-66.96505,-48.510784,35
56.14938,11.533581,61
54.27485,0.73793095,106
-37.977608,-73.007866,-1
-91.52197,-64.83784,96
-9.147427,-104.53922,154
-43.391926,-54.054943,133
5.5848465,1.2867631,39
19.384438,-52.959404,-1
-44.705517,55.330383,73
3.6838174,39.19615,11
64.93708,57.247696,7
-82.70543,36.333324,10
-26.46809,-68.401054,-1
-72.962585,-24.993507,45
68.10401,3.7375169,143
-118.692535,31.70204,44
-75.369804,-67.7929,53
-40.247074,-74.406586,-1
-36.85688,6.2949877,-1
13.9131775,-129.91014,12
-21.052904,-112.63239,95
-1.1516136,-52.109043,41
53.986927,1.0036739,106
41.389084,5.7010674,-1
10.496681,-38.97138,109
97.77064,-17.238968,80
-2.5629847,-42.622417,-1
3.0336807,-1.1447684,39
-89.49453,-80.83117,88
-110.24697,10.489476,-1
52.724392,38.41224,7
42.337357,55.696114,7
41.484383,-37.48574,92
-12.817141,66.15669,99
1.524252,64.042625,141
-8.410611,38.90419,-1
11.741773,33.903355,120
4.304503,68.72393,-1
54.51389,-72.29721,6
8.511083,52.116707,-1
4.086957,39.63055,11
-3.6908321,64.1067,141
-83.22637,43.888126,10
7.4713078,75.76903,71
-5.3147125,-129.43742,152
-27.05735,16.63093,-1
-54.12854,-107.07495,-1
-63.785946,53.80865,76
122.49502,-35.268055,19
26.12676,-12.406227,-1
32.003242,-56.263496,28
96.19368,24.201632,140
-80.357124,77.52421,-1
-83.70344,57.01937,30
7.456019,-15.294302,-1
7.46292,-15.279465,-1
-80.44443,-1.3798598,-1
49.14084,-22.476841,-1
-29.996216,-26.457787,87
-26.618532,-59.82479,-1
-6.041596,-18.038477,110
-6.18571,-18.535189,110
31.616537,-18.27576,-1
53.384533,54.85656,7
-64.136986,1.9992131,-1
55.85703,45.5443,7
-116.89767,-28.478851,-1
42.86984,49.634563,7
-60.06401,14.204214,-1
50.08664,46.26638,7
-88.29878,-0.879578,-1
-0.052069772,-114.90645,144
2.0685148,-112.20752,144
94.10909,30.6753,-1
-104.92279,45.950314,-1
-85.87105,34.402775,10
-50.559113,38.203045,-1
-14.602646,51.512142,-1
58.49313,48.69415,7
-119.410225,28.668255,44
89.71486,26.79365,-1
-52.693886,63.053543,-1
12.255554,122.42431,4
50.15042,-12.04624,-1
50.25441,-11.9832,-1
-98.910645,-9.913804,64
-62.540188,33.770676,20
53.616486,46.200695,7
-18.227962,-4.706957,9
16.099611,124.145996,4
13.838784,117.23885,103
-82.14259,36.34828,10
20.648754,118.04431,-1
19.884481,113.16966,15
-37.817932,97.20037,151
-44.386814,74.747185,-1
-29.814348,62.051464,18
-77.841866,89.406265,70
-34.584118,74.32103,68
6.1893215,-7.628249,-1
59.75349,46.798615,7
-21.028177,-101.851,63
-33.3718,102.793915,-1
-37.02512,-41.37791,-1
-31.946358,70.49694,-1
88.30271,65.06664,-1
31.100498,-83.673615,17
19.44404,-71.575386,-1
11.906586,-78.107895,89
30.065468,-83.012344,17
55.393005,60.294346,7
19.225016,-86.39907,67
-3.366525,-68.46118,56
12.026033,-72.215935,89
29.73043,-67.682724,8
29.48669,-67.151695,8
58.696846,-70.53389,6
65.81416,-67.97775,-1
21.667543,-76.71964,-1
60.959717,48.689938,7
-47.097637,-7.423948,98
29.865583,-84.34731,17
-82.98534,-86.705635,21
-69.37976,29.504053,107
-84.678444,-90.77449,21
27.160728,-82.53875,17
28.821396,-83.27334,17
11.672454,-82.63082,157
92.0792,67.45808,114
5.6744967,-87.655365,-1
11.204001,-7.701101,-1
12.353042,-80.65302,89
-89.06261,62.822495,-1
44.55259,49.88875,7
-83.190895,-76.41347,-1
50.219124,32.414143,7
53.082577,47.93977,7
60.203693,39.93742,7
3.7811675,-102.67829,108
46.536667,42.27907,7
41.328568,33.581726,7
67.71335,56.366978,7
38.979507,36.347485,7
55.161102,39.653965,7
49.50745,-58.896626,82
57.4092,41.053207,7
30.978622,60.651394,7
35.609303,36.110733,7
-43.949482,-13.440407,98
-125.52598,-29.535526,62
50.589855,-97.39045,-1
66.21383,-55.989037,-1
104.95531,-2.19731,85
30.465443,42.355453,7
-47.44009,-71.46474,-1
88.70424,-41.79097,58
88.710175,-37.777122,58
-21.893703,14.512775,-1
11.027282,0.737512,39
62.04224,-7.8946047,136
85.3996,-24.245699,-1
-64.7086,-17.38972,-1
-124.439545,-34.462646,62
37.001045,55.389023,7
44.095993,48.315777,7
100.85939,-65.33094,69
97.10683,-71.05368,38
-41.066166,22.473543,153
61.658043,-57.79289,-1
-1.2721049,-9.757236,-1
18.149763,-9.71284,-1
-5.97696,-10.319995,-1
-20.81294,-18.301693,-1
-47.622868,-32.77785,42
-91.56525,-17.01262,86
53.796387,33.493046,7
45.512398,-20.668869,-1
-9.715064,93.854996,-1
-41.27257,-29.006758,149
-35.691402,-34.348915,149
6.862726,6.5762725,-1
-45.0288,-33.975964,42
-36.83745,-28.775124,149
-38.907207,-33.27842,149
-92.09306,-19.189842,86
-38.519478,52.36418,73
-29.652294,118.0146,13
-40.73541,-26.645334,149
-14.20575,-82.380295,-1
48.29036,-110.89764,-1
31.2452,-112.28495,-1
40.15749,-110.58196,59
113.13474,40.54738,36
38.966637,-106.2038,59
116.03208,36.65927,79
34.992996,-115.32422,59
-58.62776,-31.80309,-1
-111.14662,-21.165758,-1
113.92536,-42.538574,-1
35.59178,59.23616,7
-19.734238,-99.117516,63
85.50521,-62.6308,16
76.13174,-96.573524,33
53.763233,57.818203,7
-26.194162,-23.088018,-1
94.34452,-81.49504,78
56.204445,55.29797,7
38.741592,-18.894802,-1
117.165855,9.851073,123
90.26483,-81.115135,78
32.063847,63.615818,7
31.168411,48.206577,7
50.053875,63.329082,7
48.48972,-47.54471,-1
45.479813,47.257603,7
53.635143,61.284863,7
-132.3303,-25.325838,-1
37.193676,57.520947,7
65.924355,41.236275,7
-64.02808,-12.096845,-1
62.595154,46.809246,7
-24.945168,45.4222,-1
-42.862347,18.195961,153
-26.642082,37.368343,27
-31.25236,25.670345,116
-21.687347,41.73988,27
-33.985336,24.840244,116
-113.514915,-39.43791,158
-42.941612,8.076026,22
-113.87544,-35.798912,158
-46.91571,5.6230607,22
-25.124601,39.52681,27
-46.833584,11.549113,22
-22.314754,41.023685,27
-57.189735,6.7387447,-1
-23.27307,30.321766,-1
18.995476,9.43395,-1
-0.58962864,-78.65477,74
-8.757927,-85.16546,121
2.702331,21.392567,5
35.014713,15.527343,-1
-16.00405,21.553936,26
3.1625078,23.887976,5
-16.786257,11.220208,-1
-1.9072015,-76.3101,74
-7.005039,23.327562,-1
-14.0301075,22.069674,26
-37.252716,-1.0997308,-1
-61.57307,-19.384892,-1
-127.22288,-32.762592,62
-12.916867,-29.107943,-1
-127.150894,-35.92744,62
-121.3456,-34.626232,62
-70.31556,-31.69522,35
-77.338005,-3.0597668,-1
-118.19134,-42.170654,0
-9.5080805,-23.5731,-1
-59.59714,-102.41023,128
27.574316,59.791527,7
-128.54001,-35.62953,62
-18.235456,-13.958654,-1
-115.1227,-26.62053,-1
42.88575,44.837284,7
39.286636,74.970695,7
30.140087,54.451694,7
-12.883677,-12.767014,110
33.58211,66.45596,7
46.46219,37.321957,7
12.877986,-36.349586,109
57.581333,12.366502,61
-10.650344,-95.3426,63
0.52672523,-36.344986,-1
49.11016,6.2772284,159
9.410111,-54.146904,-1
56.716908,43.486797,7
82.88263,14.713618,-1
-16.720022,-47.78008,142
-14.97282,-45.454178,142
19.36285,-52.95684,-1
61.55365,-52.108963,-1
49.30298,-48.663315,-1
103.78545,-29.682177,93
43.13304,0.15999539,-1
0.16431266,-36.386566,-1
-2.582169,-47.309452,-1
50.19474,11.82574,159
15.072155,-39.608307,-1
-11.833198,-94.78115,63
49.415623,4.024145,-1
1.3631902,-47.047123,41
13.600816,-47.812252,-1
12.331971,-42.474888,-1
41.298016,-64.11167,-1
104.7849,-28.876877,93
40.44035,-52.87407,82
47.179035,-58.26648,82
50.462193,9.552443,159
3.934225,-50.04787,41
-10.394694,-80.63256,121
1.4979562,-49.930683,41
41.07122,-4.779114,-1
62.578644,-5.273454,136
19.910542,-42.69224,-1
44.98144,0.5894942,-1
95.65991,-28.092472,119
-15.387853,-49.362785,142
-38.866478,12.517829,-1
-5.9361954,60.116108,-1
55.277855,62.25464,7
-113.996704,-37.084576,158
-123.18217,21.14275,-1
-4.742092,67.11383,141
-90.33724,80.32912,-1
53.275173,56.30946,7
-15.68287,1.8328156,-1
-2.8621223,69.68672,141
-109.199814,18.483387,139
-56.87903,24.432842,130
-52.03246,6.133097,-1
-83.8184,42.441082,10
-36.85595,6.2923436,-1
-117.61948,20.904165,-1
-99.85134,32.84826,122
8.085314,54.62724,-1
-114.38152,27.331629,-1
-106.79386,34.219597,122
-0.87221754,64.498085,141
93.74501,35.018185,-1
-1.9284745,66.522484,141
-116.93921,16.572992,34
-13.7312765,70.62989,99
-100.65756,15.759009,29
-46.445972,8.403958,22
-84.42463,38.76638,10
-49.416283,14.876133,22
7.057291,59.404823,145
-43.626175,10.562415,22
54.75531,-74.27401,6
57.217987,-75.735886,6
38.742306,68.50015,7
-115.063,17.979185,34
54.450027,-14.351374,-1
5.8633246,47.748905,-1
47.891335,59.28841,7
-6.3560038,65.47784,141
-0.48428768,48.739914,-1
-111.265274,15.911906,139
49.426563,59.329403,7
-95.90399,25.243982,-1
-98.38862,24.972513,-1
-33.29617,31.420288,-1
2.8656476,40.77692,11
-59.4201,22.209948,130
-11.224948,67.805756,99
-109.180885,22.834732,139
-114.39311,24.387232,-1
-80.602325,67.82207,-1
-90.386,86.1303,-1
-111.48364,21.309645,139
-0.9067114,57.559654,-1
-0.6504232,49.948143,-1
-103.9105,33.483917,122
-9.114939,-102.25638,154
103.85533,12.212334,146
53.180378,65.36373,7
41.031536,67.00422,7
-1.5817493,-101.480835,108
-90.20527,75.52742,-1
-16.785707,-99.48227,63
2.295074,-98.559204,108
-9.471564,-104.1406,154
35.046547,56.820812,7
0.9914205,-98.31343,108
98.39866,23.011133,140
6.5247936,-100.84829,108
-7.1648493,-96.67994,63
29.318405,-41.99725,115
-4.1300187,-99.10826,108
-9.398166,-101.12135,154
-78.25042,87.24196,70
-63.665154,74.9168,52
-81.36726,91.76001,70
-63.667114,109.57663,112
-74.7022,98.57898,117
63.862198,61.102074,7
50.652702,60.042686,7
-49.480106,82.30248,111
-85.73629,94.38329,70
-81.364525,96.37239,70
-62.525593,74.50589,52
-79.10156,89.0128,70
-76.320435,91.47866,70
-80.612335,87.77141,70
-81.22968,92.532005,70
-83.21722,98.86989,70
-80.3066,98.746216,70
-83.362495,96.33489,70
44.126205,35.60855,7
-78.80167,92.67361,70
-87.29468,99.71534,135
-48.033237,82.37945,111
-79.88173,90.793015,70
-61.79188,75.631454,52
-87.7852,97.66751,135
47.23926,76.82257,7
-63.2413,75.038376,52
-81.54605,94.95093,70
52.131462,70.359215,7
-60.8027,14.878323,-1
30.168985,-54.239685,28
-98.403496,11.979943,29
4.5708365,-111.16053,144
-19.51363,-6.033329,9
-117.64785,3.158663,-1
-22.620796,-5.8015027,9
-101.0808,37.33698,122
-98.74751,-10.704289,64
-120.88594,29.56388,44
-125.25028,-25.738495,62
-97.953835,34.803474,122
-92.98757,-1.2435457,137
-96.33236,11.812886,29
13.586601,110.21546,-1
-4.8179245,35.991505,-1
39.838436,42.225086,7
-96.70421,36.552605,122
-90.705826,4.3630238,137
-91.45766,30.47324,-1
-24.898394,-52.74048,-1
44.647556,66.12386,7
-105.20219,38.33476,122
-103.78038,36.281193,122
-63.06361,33.36496,20
27.104774,52.679173,7
43.69184,53.97201,7
-122.45809,30.932419,44
-118.693924,31.70207,44
-93.45338,0.52941,137
24.694218,-84.85689,17
33.820766,61.227596,7
3.9427052,-91.33134,-1
-70.80151,28.821434,107
-96.04905,-70.977486,-1
10.925375,-86.35436,157
35.59715,72.73054,7
-53.689396,-75.1737,-1
12.208564,-75.68266,89
61.681087,-66.00069,-1
16.412258,-74.13834,-1
50.950684,65.85908,7
15.852059,24.33296,-1
22.30752,-73.561356,-1
-93.62987,-71.40052,-1
-90.83355,-76.35078,-1
58.95346,54.074184,7
61.91136,-67.21998,-1
-86.72204,-79.00132,88
63.925045,63.842636,7
26.223942,-67.695625,8
47.445652,-73.49386,-1
65.812775,-68.27229,-1
65.45905,69.881355,7
63.83356,-71.48566,-1
-84.14317,-80.846985,88
-95.071724,-82.6265,-1
-95.01878,-70.06203,-1
40.542767,44.41637,7
2.4245334,-21.535316,-1
29.427269,-75.68214,-1
23.404003,-84.43211,67
20.30758,-83.08581,67
15.495988,-65.33162,-1
-84.79618,-88.46179,21
-85.59848,-87.875786,21
24.067493,-81.097565,17
-69.9669,29.226542,107
42.043133,72.66588,7
-79.81199,-82.64952,-1
-94.504906,-71.14015,-1
11.231456,-84.43941,157
92.56713,67.72332,114
55.160355,75.74406,7
-59.33162,-72.75321,-1
52.97625,52.183826,7
8.341961,-89.804054,-1
8.04076,-20.372007,-1
-83.38522,66.32536,-1
-82.807335,64.1308,-1
45.158524,73.399025,7
36.344982,61.563812,7
9.069858,-25.406376,-1
-80.113365,-80.460625,-1
-79.18188,-79.65065,-1
52.412796,43.31034,7
58.829693,59.85674,7
61.141464,60.52955,7
43.270103,67.91637,7
62.163456,72.32075,7
42.17897,54.166172,7
30.14114,66.75031,7
36.41335,66.14693,7
32.700214,53.0435,7
37.098488,50.958633,7
51.600212,47.073364,7
35.118324,63.75836,7
43.208572,76.24352,7
44.950153,51.36555,7
41.31914,46.3312,7
44.103676,70.43918,7
49.055595,38.163044,7
57.27416,47.03962,7
35.918312,69.11732,7
-25.589983,-19.595106,-1
32.541912,69.96151,7
44.158722,38.868114,7
52.138763,60.519344,7
38.86488,65.89288,7
30.42141,51.309097,7
56.984722,65.682106,7
48.504498,45.284035,7
64.90062,51.549026,7
61.967712,50.710476,7
66.506485,59.54213,7
38.939453,56.171967,7
40.98053,58.301735,7
71.048065,55.11265,7
56.513405,57.09741,7
51.71357,62.13097,7
45.035847,59.294075,7
-31.04393,-49.8512,-1
28.432402,63.33746,7
38.84796,71.4442,7
60.37091,58.381508,7
-52.99615,1.1189077,-1
39.197685,58.118416,7
48.681797,62.266518,7
70.87808,50.9017,7
62.35025,42.03711,7
40.59711,54.926174,7
-110.23894,-54.668587,-1
40.458565,62.225212,7
40.012295,48.10134,7
