x,y
105.24596,-87.91937
40.10411,-124.317375
2.9241853,-131.71037
53.249626,-76.88398
-127.25513,5.9677486
-51.38926,9.078978
-92.51088,-21.04685
13.772132,53.573822
73.44937,-57.58668
-59.581367,123.06454
-63.81663,-13.87304
11.723025,-41.714565
50.735798,40.830147
-84.41448,-35.03277
-82.464806,-1.9877437
7.982559,23.577532
-35.39276,42.723965
40.924004,41.876923
55.247395,-117.401505
-32.998074,141.96281
-13.333531,77.15364
90.60054,-66.49418
-54.92011,-99.45173
75.12366,-118.63573
-87.12873,-69.99387
-22.141201,-23.912058
-110.73244,-32.090824
50.597874,-18.530003
-76.77977,12.393895
109.69555,29.897224
-15.260273,71.24837
-45.320107,-54.524014
-77.62641,43.337654
76.63732,-12.4236
-149.20818,-28.676311
79.030426,-36.55615
-60.26167,122.843796
-123.69457,4.2917414
-129.5625,-25.715559
-41.10093,10.2665
35.17464,68.05286
33.911232,61.272255
-107.68037,13.315401
130.63182,-10.16944
-98.349556,-43.17647
-42.87985,24.54787
-67.80906,-44.957394
6.3876987,10.082035
-65.552376,-116.243645
-92.81033,68.34672
87.013245,24.46837
12.757136,114.6243
-16.79364,-42.743904
91.63315,12.121099
91.47748,-93.81901
-31.357716,64.131546
104.300446,22.567444
-98.3521,-3.9580643
-97.42616,5.2785115
66.46677,-61.79866
-57.3046,-97.377235
-51.991074,78.118484
-32.59109,-121.57595
-42.154285,-20.735918
-58.201977,-6.611822
-54.48133,-20.704834
-56.85581,-61.447292
126.25373,-24.111301
-107.240974,-52.888565
4.09168,-100.13751
-44.623344,-106.62725
-98.583885,94.165474
-19.976562,69.180504
-54.248756,-94.780716
-90.49777,-15.799142
96.9363,96.76544
-15.405302,31.666609
34.636696,21.083
-124.35396,-70.36024
86.42006,-122.57887
4.002698,-7.879199
-69.606316,-18.451717
52.08244,-25.377796
78.029625,-67.29894
-65.77936,-67.56362
-45.310276,21.575216
-31.193995,17.99335
-0.46721935,78.55245
-34.709026,-15.633681
-137.38116,-2.6156049
-45.19254,-94.306984
101.34428,-26.258158
-94.63929,-15.251706
47.808563,74.17681
145.72824,-6.778967
-2.9600987,125.69729
129.18396,-12.691518
-97.25597,-93.22203
